8366889;1676280555;3130312334;
8366889;3130312334;25620759;
8366893;747467609;25620516;
8366893;25620516;25620518;
8366896;25620516;2379077834;
8366896;2379077834;2379077831;
8366896;2379077831;25620692;
8366896;25620692;2378366854;
8366896;2378366854;1386051842;
8366901;25620948;1386051850;
8366901;1386051850;3442647353;
8366901;3442647353;1386051854;
8367054;25632227;25632231;
8367055;1386063691;2415701442;
8367055;2415701442;2415701440;
8367055;2415701440;2415701439;
8367055;2415701439;1209593469;
8367055;1209593469;2415701443;
8367055;2415701443;1209593455;
8367055;1209593455;2415701444;
8367055;2415701444;25632370;
8367055;25632370;2414401915;
8367055;2414401915;25632230;
8367055;25632230;2914925366;
8367055;2914925366;25632226;
8367055;25632226;25632227;
8367058;25632225;2848372007;
8367058;2848372007;25632226;
8367058;25632226;25632228;
8367068;25632293;5284368117;
8367068;5284368117;1110698247;
8367068;1110698247;1110698297;
8367068;1110698297;1110698276;
8367068;1110698276;4708512449;
8367068;4708512449;1110698268;
8367068;1110698268;4708512450;
8367068;4708512450;4708512441;
8367068;4708512441;4708512442;
8367068;4708512442;1110698273;
8367068;1110698273;2213493593;
8367068;2213493593;2250812461;
8367068;2250812461;2250812531;
8367068;2250812531;1788787056;
8367068;1788787056;4708512446;
8367069;137982795;25632284;
8367069;25632284;2749809980;
8367069;2749809980;25632285;
8367070;25632292;2884840234;
8367070;2884840234;2692624395;
8367070;2692624395;974882842;
8367070;974882842;974882854;
8367070;974882854;25632278;
8367072;25632284;5284385981;
8367072;5284385981;5284385982;
8367073;25632227;1684865551;
8367073;1684865551;5284385974;
8367073;5284385974;5284385973;
8367073;5284385973;25632361;
8367074;25632372;1788786350;
8367074;1788786350;1417603317;
8367089;2247375546;1387283705;
8367089;1387283705;2383470264;
8367092;1788787039;4685392611;
8367092;4685392611;1788787081;
8367092;1788787081;3148938210;
8367092;3148938210;353286182;
8367092;353286182;2397188711;
8367092;2397188711;1788787223;
8367092;1788787223;2250873416;
8367092;2250873416;129953505;
8367092;129953505;129953504;
8367093;5284368076;475396372;
8367093;475396372;129549662;
8367098;25620570;2914696272;
8367098;2914696272;3130312342;
8367098;3130312342;25632376;
8367103;1788785599;4751755890;
8367103;4751755890;1788785595;
8367103;1788785595;4751755891;
8367103;4751755891;1788785596;
8367103;1788785596;423183085;
8367103;423183085;129555296;
8367104;2912188495;2912188486;
8367104;2912188486;2912188492;
8367104;2912188492;2912188490;
8367104;2912188490;2912188496;
8367104;2912188496;2937870610;
8367104;2937870610;129533454;
8367104;129533454;25632417;
8367104;25632417;3392939485;
8367104;3392939485;2937870609;
8367104;2937870609;3690635855;
8367104;3690635855;25632401;
8367104;25632401;1209790922;
8367104;1209790922;25632402;
8367104;25632402;3392939470;
8367104;3392939470;3694518900;
8367104;3694518900;2366154047;
8367104;2366154047;25632403;
8367104;25632403;2366154016;
8367104;2366154016;2366098060;
8367104;2366098060;25632404;
8367104;25632404;3392939463;
8367104;3392939463;3392939462;
8367104;3392939462;1278184346;
8367114;25632398;2934507844;
8367114;2934507844;2934507846;
8367114;2934507846;2934507845;
8367114;2934507845;2934507843;
8367114;2934507843;3695776123;
8367114;3695776123;3690626645;
8367114;3690626645;25632410;
8367114;25632410;2829209749;
8367114;2829209749;25632411;
8367118;25632463;4488733074;
8367118;4488733074;4077112088;
8367118;4077112088;25632449;
8367133;4751728935;25632467;
8367133;25632467;3563723607;
8367133;3563723607;4753752250;
8367133;4753752250;4753752246;
8367133;4753752246;513936352;
8367133;513936352;4753752243;
8367133;4753752243;5310490973;
8367133;5310490973;4753752227;
8367133;4753752227;4753748915;
8367133;4753748915;1143316537;
8367133;1143316537;1165604083;
8367133;1165604083;4751728922;
8367133;4751728922;4751728923;
8367133;4751728923;25632466;
8367143;126647309;126647239;
8367143;126647239;3563651993;
8367143;3563651993;4751728018;
8367143;4751728018;4751728017;
8367143;4751728017;25632444;
8367143;25632444;25632440;
8367143;25632440;25632439;
8367143;25632439;25632438;
8367147;129554561;3699236931;
8367147;3699236931;3698039529;
8367147;3698039529;3698157316;
8367147;3698157316;3699236947;
8367147;3699236947;25632433;
8367153;25632450;4488733070;
8367153;4488733070;25632451;
8367153;25632451;5284368056;
8367153;5284368056;25632452;
8367153;25632452;25632453;
8367153;25632453;25632454;
8367154;25632449;4488733072;
8367154;4488733072;25632448;
8367154;25632448;4488733071;
8367154;4488733071;25632447;
8367155;353287405;452518418;
8367155;452518418;5065064565;
8367155;5065064565;126617351;
8367160;25632432;5279422236;
8367160;5279422236;5279422237;
8367160;5279422237;4356494322;
8367160;4356494322;25632423;
8367164;1043000761;1143318771;
8367164;1143318771;25632521;
12296516;111450380;3396198467;
12296516;3396198467;3396198466;
12296516;3396198466;2842780844;
12296516;2842780844;4468114071;
12296516;4468114071;4439995671;
12296516;4439995671;1296455182;
12296516;1296455182;4505062034;
12296516;4505062034;479435777;
12296516;479435777;111450382;
12296516;111450382;111450384;
12296516;111450384;111450385;
12296516;111450385;2157117615;
12296516;2157117615;111450386;
12296516;111450386;285910461;
12296516;285910461;111450388;
12296516;111450388;2157117616;
12296516;2157117616;111450389;
12296516;111450389;111459756;
12296516;111459756;1788785620;
12296516;1788785620;111459757;
12296516;111459757;111459759;
12296516;111459759;1296455370;
12296516;1296455370;111459763;
12296516;111459763;111459764;
12296516;111459764;111459765;
12296516;111459765;111459766;
12296516;111459766;111459769;
12296516;111459769;111459772;
12296516;111459772;111459775;
12296516;111459775;478902515;
12296516;478902515;111459776;
12296516;111459776;1296455327;
12296516;1296455327;3396198465;
12296516;3396198465;111459778;
12296516;111459778;111459780;
12297710;26016466;4444772601;
12297710;4444772601;111460005;
12297710;111460005;4444772606;
12297710;4444772606;111460004;
12297710;111460004;4444772609;
12297710;4444772609;111460003;
12297710;111460003;4444772612;
12297710;4444772612;111460002;
12297710;111460002;4649085930;
12297710;4649085930;4444772616;
12297710;4444772616;111461652;
12297710;111461652;111461655;
12297710;111461655;111461657;
12297710;111461657;111461658;
12297710;111461658;111461660;
12297710;111461660;111461662;
12297710;111461662;1110673479;
12297977;129788146;1110673564;
12298305;111464592;4444772654;
12298305;4444772654;111464591;
12298305;111464591;4444772650;
12298305;4444772650;26016893;
12298305;26016893;111464588;
12298305;111464588;26016895;
12298305;26016895;4188196478;
12298305;4188196478;111464581;
12298305;111464581;111464578;
12298305;111464578;4188196477;
12298305;4188196477;111465590;
12298305;111465590;4188196475;
12298305;4188196475;111465591;
12298305;111465591;111465594;
12298305;111465594;111465596;
12298305;111465596;4188196472;
12298305;4188196472;111465599;
12298305;111465599;111465600;
12298305;111465600;111465602;
12298305;111465602;3092563539;
12298305;3092563539;111465603;
12298305;111465603;111465604;
12298305;111465604;111465606;
12298305;111465606;111465608;
12298305;111465608;111465610;
12298305;111465610;4747463630;
12298305;4747463630;111465613;
12298305;111465613;111465615;
12298305;111465615;3092548270;
12298305;3092548270;1110673511;
12298717;111467273;111467277;
12298717;111467277;111467278;
12298717;111467278;111467280;
12298717;111467280;1594631585;
12298717;1594631585;111467281;
12298717;111467281;111467284;
12298717;111467284;111467285;
12298717;111467285;111467286;
12298717;111467286;111467287;
12300169;129558976;4529130486;
12300169;4529130486;286969936;
12300169;286969936;2209932686;
12300169;2209932686;4529131597;
12300169;4529131597;111481848;
12300169;111481848;4529131600;
12300169;4529131600;3392710676;
12300169;3392710676;111481849;
12300169;111481849;4529131608;
12300169;4529131608;2262128243;
12300807;437000331;4565533064;
12319876;1243857985;4442997334;
12319876;4442997334;2215508913;
12319876;2215508913;4442997335;
12319876;4442997335;4442997336;
12319876;4442997336;112594210;
12386249;112594236;4438030103;
12386249;4438030103;1837927566;
12386249;1837927566;4438030104;
12386249;4438030104;112594240;
12391255;1216466360;112677105;
12391255;112677105;112677104;
12544650;2206349297;476018885;
12544650;476018885;2205918506;
12544650;2205918506;2205918283;
12544650;2205918283;112686789;
13262695;122432550;1092997347;
13262695;1092997347;2284963407;
13262695;2284963407;2284963415;
13262695;2284963415;1788788569;
13262695;1788788569;122432556;
13262770;122432556;343646772;
13262869;122434048;122432561;
13263613;122452407;4737209751;
13263613;4737209751;4737209750;
13263613;4737209750;4737209749;
13263613;4737209749;3092747263;
13263613;3092747263;122452409;
13263613;122452409;5284320498;
13263613;5284320498;5284320499;
13263613;5284320499;299612405;
13263613;299612405;5284320505;
13263613;5284320505;122452412;
13265074;122452412;122452414;
13265074;122452414;4708552369;
13265074;4708552369;122452417;
13265074;122452417;5291597578;
13265074;5291597578;126634476;
13268415;1352647036;5305836806;
13268415;5305836806;4473312694;
13268415;4473312694;4751729004;
13277357;111467270;3391598639;
13277357;3391598639;111467271;
13277357;111467271;3391598629;
13277357;3391598629;478821668;
13277357;478821668;3391598610;
13277357;3391598610;3391598608;
13277357;3391598608;478821940;
13277357;478821940;1788785059;
13277357;1788785059;111467273;
13278020;111479507;111479508;
13278020;111479508;111479509;
13278020;111479509;111479510;
13278020;111479510;3392710660;
13278020;3392710660;286970022;
13278020;286970022;4529131610;
13278020;4529131610;2262128243;
13278020;2262128243;3387597048;
13278020;3387597048;2207402779;
13278020;2207402779;3387597051;
13278020;3387597051;2207418932;
13278159;111481288;4527005386;
13278159;4527005386;3392710689;
13278159;3392710689;476010141;
13278159;476010141;2206349297;
13714507;126597343;1216466391;
13715172;126604789;1487171490;
13715172;1487171490;3446699996;
13715388;126617351;126617352;
13715562;126617428;3897692254;
13715562;3897692254;126617430;
13716129;2363578534;5284320774;
13716129;5284320774;3897692240;
13716129;3897692240;5054999726;
13716129;5054999726;3897692238;
